"sale_date"	"sale_price"	"sale_reason"	"sale_instrument"	"sale_warning"	"sitetype"	"addr_full"	"zip5"	"ctyname"	"postalctyn"	"lon"	"lat"	"building_grade"	"square_feet_total_living"	"bedrooms"	"bath_full_count"	"bath_half_count"	"bath_3qtr_count"	"year_built"	"year_renovated"	"current_zoning"	"sq_ft_lot"	"prop_type"	"present_use"	"residuals"	"std_residuals"	"stu_residuals"	"cooks_distance"	"dfbeta.(Intercept)"	"dfbeta.bath_full_count"	"dfbeta.building_grade"	"dfbeta.square_feet_total_living"	"dffit"	"leverage"	"covariance_ratios"
2011-11-22	 625800	 1	 3	NA	"R1"	"11338 178TH PL NE"	98052	"REDMOND"	"REDMOND"	-122.1021	47.70103	 8	 3150	 5	 3	1	0	2010	   0	"R4"	   4349	"R"	  2	-1.534538e+05	-4.283986e-01	-4.283850e-01	2.195659e-05	-8.204938e+01	-4.177085e+01	 2.080980e+01	-1.033398e-02	-9.371275e-03	4.783228e-04	1.0007327
2011-11-22	 328702	 4	18	"13 16 31"	"R1"	"16710 NE 91ST PL"	98052	"REDMOND"	"REDMOND"	-122.1168	47.68332	 7	 1820	 4	 2	2	0	1968	   0	"R5"	   7225	"R"	  2	-1.880580e+05	-5.249427e-01	-5.249279e-01	1.700894e-05	-1.437550e+02	-2.448427e+01	 2.027622e+01	 2.395208e-03	-8.248148e-03	2.468348e-04	1.0004723
2011-11-22	 285000	 1	 3	NA	"R1"	"10914 157TH CT NE"	98052	"REDMOND"	"REDMOND"	-122.1291	47.69776	 7	 1070	 3	 1	0	1	1978	   0	"R6"	   7210	"R"	  2	-9.105278e+04	-2.541667e-01	-2.541574e-01	4.384611e-06	-3.888841e+01	 6.852898e+00	-2.534012e-01	 8.494760e-03	-4.187740e-03	2.714163e-04	1.0005625
2011-11-23	 582000	 1	 3	NA	"R1"	"11025 243RD AVE NE"	98053	NA	"REDMOND"	-122.0178	47.69658	 8	 2840	 4	 2	0	1	2011	   0	"URPSO"	   6404	"R"	  2	-1.184359e+05	-3.305804e-01	-3.305690e-01	3.422114e-06	-5.259947e+01	-4.449581e+00	 8.895367e+00	-8.626467e-03	-3.699663e-03	1.252408e-04	1.0004024
2011-11-23	 167657	 4	18	"13 31"	"R1"	"18728 NE 128TH WAY"	98052	NA	"REDMOND"	-122.0892	47.71576	 5	  930	 4	 1	0	0	1931	   0	"RA5P"	 192535	"R"	  2	-1.082935e+05	-3.023759e-01	-3.023653e-01	1.880539e-05	-2.312229e+02	 1.704022e+00	 3.024601e+01	-1.161887e-02	-8.672729e-03	8.220356e-04	1.0011056
2011-11-28	 548500	 1	 2	"41"	"R1"	"8323 229TH DR NE"	98053	NA	"REDMOND"	-122.0343	47.67749	 7	 4160	 4	 2	1	0	2004	   0	"URPSO"	   6733	"R"	  2	-2.973989e+05	-8.305756e-01	-8.305656e-01	2.172565e-04	-6.185320e+02	 7.330396e+00	 1.114804e+02	-1.324835e-01	-2.947889e-02	1.258136e-03	1.0013563
2011-11-28	 539000	 1	 3	"56"	"R1"	"10213 242ND AVE NE"	98053	NA	"REDMOND"	-122.0159	47.68882	 8	 2650	 4	 2	1	0	2011	   0	"URPSO"	   5752	"R"	  2	-1.347110e+05	-3.760037e-01	-3.759912e-01	3.698384e-06	-4.546352e+01	-6.754100e+00	 7.201270e+00	-4.805386e-03	-3.846108e-03	1.046266e-04	1.0003718
2011-11-28	 290000	 1	 3	NA	"R2"	"13259 228TH PL NE"	98053	NA	"REDMOND"	-122.0339	47.71783	 8	 1200	 2	 2	0	0	2004	   0	"URPSO"	   4220	"R"	 29	-1.797574e+05	-5.018140e-01	-5.017994e-01	2.597225e-05	 8.562359e+01	-2.626322e+01	-2.009465e+01	 4.458322e-02	-1.019230e-02	4.123869e-04	1.0006454
2011-11-28	 245000	 8	 4	"12 26"	"R1"	"14209 NE 73RD ST"	98052	"REDMOND"	"REDMOND"	-122.1502	47.66995	 7	 2180	 4	 2	1	0	1968	   0	"R5"	   7700	"R"	  2	-3.223968e+05	-8.999414e-01	-8.999348e-01	5.326727e-05	-3.115893e+02	-3.429616e+01	 4.798713e+01	-1.859874e-02	-1.459678e-02	2.630133e-04	1.0003222
2011-11-28	 238000	18	22	"26"	"R1"	"14314 NE 72ND ST"	98052	"REDMOND"	"REDMOND"	-122.1489	47.66958	 7	 2190	 5	 2	0	0	1965	   0	"R5"	   9072	"R"	  2	-3.308033e+05	-9.234081e-01	-9.234029e-01	5.633166e-05	-3.215710e+02	-3.497162e+01	 4.961544e+01	-1.973088e-02	-1.501080e-02	2.641864e-04	1.0003101
2011-11-29	 783500	 1	 3	"45"	"R1"	"10513 ELLISTON WAY NE"	98053	NA	"REDMOND"	-122.0201	47.69165	 9	 4100	 5	 2	1	2	2011	   0	"URPSO"	   8120	"R"	  2	-1.343697e+05	-3.750936e-01	-3.750810e-01	1.164187e-05	-3.475366e+01	 9.531100e+00	 9.374731e+00	-2.759878e-02	-6.823810e-03	3.308720e-04	1.0005984
2011-11-29	 650000	 1	 3	NA	"R1"	"4420 243RD AVE NE"	98053	NA	"REDMOND"	-122.0143	47.64901	 9	 2560	 2	 2	0	0	1998	   0	"RA2.5"	 221284	"R"	  2	-5.125693e+04	-1.430719e-01	-1.430664e-01	8.306546e-07	 3.104255e+01	-1.586949e+00	-5.418805e+00	 4.914286e-03	-1.822736e-03	1.622936e-04	1.0004671
2011-11-29	 366449	 1	 3	NA	"R1"	"23921 NE 127TH ST"	98053	NA	"REDMOND"	-122.0196	47.71129	 8	 1560	 2	 2	0	0	2011	   0	"URPSO"	   7570	"R"	  2	-1.539452e+05	-4.297232e-01	-4.297096e-01	1.197075e-05	 4.221321e+01	-1.882176e+01	-1.089106e+01	 2.733379e-02	-6.919535e-03	2.592336e-04	1.0005130
2011-11-29	 280877	 4	18	"13 31"	"R1"	"2930 288TH AVE NE"	98053	NA	"REDMOND"	-121.9511	47.63584	 7	 2550	 2	 2	0	0	2013	   0	"RA5"	 532739	"R"	  2	-3.385631e+05	-9.451011e-01	-9.450972e-01	7.426574e-05	-3.975471e+02	-2.772972e+01	 6.467301e+01	-4.404030e-02	-1.723544e-02	3.324662e-04	1.0003658
2011-11-29	  81000	14	15	"15 18 22 51"	"R1"	"2803 178TH AVE NE"	98052	"REDMOND"	"REDMOND"	-122.1031	47.63490	 8	 2160	 4	 1	1	1	1967	   0	"R4"	  11878	"R"	  2	-4.885747e+05	-1.363774e+00	-1.363819e+00	9.606251e-05	-7.139072e+01	 8.428239e+01	-1.343965e+01	-2.923042e-03	-1.960295e-02	2.065569e-04	0.9999391
2011-11-30	 790000	 1	 3	"8 15"	"R1"	"11665 175TH PL NE"	98052	"REDMOND"	"REDMOND"	-122.1062	47.70506	10	 3290	 4	 2	1	2	2003	   0	"R4"	   7718	"R"	  2	-5.414213e+04	-1.511372e-01	-1.511315e-01	1.831011e-06	 5.894790e+01	 2.299639e+00	-9.284817e+00	 3.629556e-03	-2.706194e-03	3.205302e-04	1.0006247
2011-11-30	 650000	 1	 3	NA	"R1"	"17205 NE 24TH ST"	98052	"REDMOND"	"REDMOND"	-122.1107	47.63098	 9	 2740	 4	 2	0	0	2004	   0	"R3"	  34200	"R"	  2	-7.657530e+04	-2.137393e-01	-2.137313e-01	1.532014e-06	 3.863981e+01	-1.458913e+00	-6.524678e+00	 4.645403e-03	-2.475399e-03	1.341207e-04	1.0004310
2011-11-30	 465000	 1	 3	NA	"R1"	"28204 NE 40TH ST"	98053	NA	"REDMOND"	-121.9616	47.64380	 7	 2780	 4	 2	0	1	1977	   0	"RA5"	  20794	"R"	  2	-1.867914e+05	-5.214476e-01	-5.214328e-01	2.738050e-05	-2.434647e+02	-1.245717e+01	 4.058024e+01	-3.270524e-02	-1.046498e-02	4.026291e-04	1.0006294
2011-12-01	 504000	 1	 3	NA	"R1"	"10245 EASTRIDGE DR NE"	98053	NA	"REDMOND"	-122.0151	47.68958	 8	 2470	 4	 2	1	0	2011	   0	"URPSO"	   5608	"R"	  2	-1.443926e+05	-4.030257e-01	-4.030126e-01	3.984904e-06	-3.414601e+01	-8.958802e+00	 4.757462e+00	-6.707375e-05	-3.992315e-03	9.812276e-05	1.0003587
2011-12-01	 437000	 1	 3	NA	"R1"	"3220 173RD AVE NE"	98052	"REDMOND"	"REDMOND"	-122.1093	47.63891	 8	 2050	 3	 2	0	1	1987	   0	"R4"	  12229	"R"	  2	-1.523164e+05	-4.251497e-01	-4.251361e-01	5.976104e-06	-1.215151e-01	-1.368283e+01	-2.270449e+00	 1.244243e-02	-4.889058e-03	1.322321e-04	1.0003871
2011-12-02	 527000	 1	 3	NA	"R1"	"17628 NE 110TH WAY"	98052	"REDMOND"	"REDMOND"	-122.1042	47.69929	 9	 2230	 3	 2	0	1	1993	   0	"R4"	   9948	"R"	  2	-1.278399e+05	-3.568507e-01	-3.568385e-01	7.860857e-06	 1.011066e+02	-6.749525e+00	-1.832360e+01	 2.051058e-02	-5.607254e-03	2.468594e-04	1.0005184
2011-12-02	 492185	 4	18	"13 31"	"R1"	"11521 167TH PL NE"	98052	"REDMOND"	"REDMOND"	-122.1191	47.70363	 7	 3040	 4	 3	0	0	1986	   0	"R1"	  43125	"R"	  2	-2.313914e+05	-6.461012e-01	-6.460866e-01	8.991257e-05	-3.161658e+02	-7.051483e+01	 6.297236e+01	-3.699044e-02	-1.896402e-02	8.608060e-04	1.0010429
2011-12-02	 404000	 1	 3	NA	"R1"	"11732 238TH PL NE"	98053	NA	"REDMOND"	-122.0225	47.70299	 8	 1810	 3	 2	1	0	2002	   0	"URPSO"	   5481	"R"	  2	-1.515586e+05	-4.230451e-01	-4.230315e-01	8.175923e-06	 2.029207e+01	-1.602186e+01	-6.403985e+00	 1.949633e-02	-5.718532e-03	1.827024e-04	1.0004382
2011-12-02	 339000	 1	 3	NA	"R1"	"23865 NE GREENS CROSSING RD"	98053	NA	"REDMOND"	-122.0205	47.71062	 8	 1300	 2	 1	0	1	2011	   0	"URPSO"	   3432	"R"	 29	-1.096092e+05	-3.059760e-01	-3.059652e-01	7.981978e-06	 3.689064e+01	 1.267359e+01	-1.375831e+01	 1.778614e-02	-5.650280e-03	3.409163e-04	1.0006231
2011-12-02	 280000	 4	18	"26 31"	"R1"	"7021 151ST AVE NE"	98052	"REDMOND"	"REDMOND"	-122.1394	47.66825	 7	 2530	 5	 2	1	1	1925	   0	"R5"	  11243	"R"	  2	-3.366269e+05	-9.396939e-01	-9.396896e-01	7.228664e-05	-3.914928e+02	-2.801648e+01	 6.353557e+01	-4.247107e-02	-1.700423e-02	3.273430e-04	1.0003638
2011-12-02	 225000	 1	 3	"8 15"	"R1"	"11121 156TH PL NE"	98052	"REDMOND"	"REDMOND"	-122.1316	47.69993	 7	 1840	 4	 1	1	0	1976	   0	"R6"	   7210	"R"	  2	-2.593592e+05	-7.239707e-01	-7.239573e-01	3.194559e-05	-2.228500e+02	 3.273250e+01	 2.203559e+01	-1.487103e-02	-1.130388e-02	2.437380e-04	1.0003919
2011-12-04	 445000	 1	 3	NA	"R1"	"9405 226TH PL NE"	98053	NA	"REDMOND"	-122.0391	47.68392	 7	 2520	 3	 2	1	0	2004	   0	"URPSO"	   5350	"R"	  2	-1.702204e+05	-4.751694e-01	-4.751551e-01	1.834204e-05	-1.970082e+02	-1.427954e+01	 3.193363e+01	-2.114305e-02	-8.565264e-03	3.248401e-04	1.0005659
2011-12-05	 591250	 1	15	"13 18 60"	"R1"	"17930 NE 127TH ST"	98052	NA	"REDMOND"	-122.1002	47.71376	 9	 2740	 4	 1	1	1	1980	   0	"R6"	  35504	"R"	  2	-1.001113e+05	-2.794639e-01	-2.794539e-01	6.856403e-06	 4.215755e+01	 2.363109e+01	-1.104861e+01	-5.497177e-04	-5.236759e-03	3.510366e-04	1.0006380
2011-12-05	 504800	 1	 3	NA	"R1"	"17808 NE 115TH WAY"	98052	"REDMOND"	"REDMOND"	-122.1022	47.70294	 8	 2130	 3	 3	0	0	2010	   0	"R4"	   4043	"R"	  2	-1.309830e+05	-3.656788e-01	-3.656664e-01	1.821223e-05	 4.965257e+00	-4.449859e+01	 2.534572e+00	 1.732234e-02	-8.534870e-03	5.444865e-04	1.0008144
2011-12-05	 250000	 1	 3	"46"	"R1"	"11121 156TH PL NE"	98052	"REDMOND"	"REDMOND"	-122.1316	47.69993	 7	 1840	 4	 1	1	0	1976	   0	"R6"	   7210	"R"	  2	-2.343592e+05	-6.541861e-01	-6.541715e-01	2.608385e-05	-2.013692e+02	 2.957737e+01	 1.991155e+01	-1.343759e-02	-1.021424e-02	2.437380e-04	1.0004218
2011-12-06	 725000	 1	 3	NA	"R1"	"12147 167TH PL NE"	98052	"REDMOND"	"REDMOND"	-122.1174	47.70849	 9	 3700	 5	 2	0	2	2011	   0	"R4"	   5400	"R"	  2	-1.366066e+05	-3.813126e-01	-3.813000e-01	7.195162e-06	-4.661801e+00	 6.073400e+00	 3.303066e+00	-1.736562e-02	-5.364581e-03	1.979029e-04	1.0004638
2011-12-06	 450000	 1	 3	NA	"R1"	"18308 NE 20TH ST"	98052	"REDMOND"	"REDMOND"	-122.0949	47.62808	 8	 1540	 3	 1	0	1	1967	   0	"R3"	   8104	"R"	  2	-3.236700e+04	-9.035006e-02	-9.034658e-02	5.599792e-07	 6.533065e+00	 4.256159e+00	-3.177255e+00	 3.732140e-03	-1.496577e-03	2.743190e-04	1.0005830
2011-12-06	 430000	 1	 3	NA	"R1"	"23017 NE 81ST ST"	98053	NA	"REDMOND"	-122.0325	47.67527	 7	 2480	 4	 2	1	0	2004	   0	"URPSO"	   5070	"R"	  2	-1.795941e+05	-5.013337e-01	-5.013191e-01	1.981270e-05	-2.038230e+02	-1.554106e+01	 3.287315e+01	-2.090173e-02	-8.902032e-03	3.152194e-04	1.0005483
2011-12-06	 422500	 1	 3	NA	"R1"	"13534 NE 94TH ST"	98052	"REDMOND"	"REDMOND"	-122.1592	47.68572	 8	 2250	 4	 2	1	0	1995	   0	"R5"	  12191	"R"	  2	-1.949479e+05	-5.441372e-01	-5.441223e-01	7.949577e-06	-2.203469e+01	-1.493280e+01	 1.536566e+00	 8.298295e-03	-5.638845e-03	1.073843e-04	1.0003264
2011-12-07	 653923	 1	 3	"56"	"R1"	"23950 NE GREENS CROSSING RD"	98053	NA	"REDMOND"	-122.0190	47.71088	 8	 2170	 2	 2	1	0	2011	   0	"URPSO"	   7100	"R"	  2	 4.772768e+04	 1.332177e-01	 1.332126e-01	5.122620e-07	 3.252012e+00	 3.908503e+00	 5.885574e-02	-2.778463e-03	 1.431395e-03	1.154459e-04	1.0004211
2011-12-07	 560000	 1	 3	NA	"R1"	"18114 NE 136TH ST"	98052	NA	"REDMOND"	-122.0979	47.72266	 9	 2150	 4	 2	1	0	1985	   0	"RA5"	  37981	"R"	  2	-8.358730e+04	-2.333276e-01	-2.333191e-01	3.727221e-06	 6.986271e+01	-4.855687e+00	-1.274312e+01	 1.471924e-02	-3.861061e-03	2.737751e-04	1.0005681
2011-12-07	 525000	 1	 3	NA	"R1"	"24233 NE 102ND ST"	98053	NA	"REDMOND"	-122.0144	47.68864	 8	 2560	 4	 2	1	0	2011	   0	"URPSO"	   5696	"R"	  2	-1.360518e+05	-3.797453e-01	-3.797327e-01	3.597970e-06	-3.904472e+01	-7.631302e+00	 5.877783e+00	-2.458195e-03	-3.793537e-03	9.979053e-05	1.0003660
2011-12-07	 385900	 1	 3	NA	"R1"	"12821 164TH AVE NE"	98052	NA	"REDMOND"	-122.1217	47.71521	 8	 1770	 3	 1	0	1	1975	   0	"RA2.5"	  35283	"R"	  2	-1.288183e+05	-3.595789e-01	-3.595667e-01	7.489266e-06	 9.371952e+00	 1.889870e+01	-9.268486e+00	 9.057110e-03	-5.473119e-03	2.316383e-04	1.0005026
2011-12-08	2500000	 1	 3	"60"	"R1"	"3018 W LAKE SAMMAMISH PKWY NE"	98052	"REDMOND"	"REDMOND"	-122.0937	47.63761	12	 5040	 4	 3	1	1	1990	   0	"R4"	  17417	"R"	  2	 1.294083e+06	 3.613659e+00	 3.615355e+00	3.290284e-03	-2.558439e+03	 6.028706e+01	 3.170239e+02	-2.429733e-02	 1.147758e-01	1.006842e-03	0.9972586
2011-12-08	 975000	 1	 4	"45"	"R1"	"12332 164TH CT NE"	98052	"REDMOND"	"REDMOND"	-122.1206	47.71041	 8	 1600	 3	 2	0	0	2013	   0	"R4"	   3623	"R"	  2	 4.489795e+05	 1.253275e+00	 1.253302e+00	9.636462e-05	-1.130334e+02	 5.370450e+01	 2.971671e+01	-7.620437e-02	 1.963353e-02	2.453457e-04	1.0000679
2011-12-08	 975000	 1	 4	"45"	"R1"	"12340 164TH CT NE"	98052	"REDMOND"	"REDMOND"	-122.1206	47.71025	 8	 1710	 4	 2	0	0	2013	   0	"R4"	   2914	"R"	  2	 4.335072e+05	 1.210064e+00	 1.210086e+00	7.702917e-05	-8.237253e+01	 4.869711e+01	 2.325783e+01	-6.424756e-02	 1.755357e-02	2.103812e-04	1.0000660
2011-12-08	 975000	 1	 4	"45"	"R1"	"12348 164TH CT NE"	98052	"REDMOND"	"REDMOND"	-122.1208	47.71037	 8	 2970	 5	 2	1	0	2011	   0	"R4"	   5256	"R"	  2	 2.562786e+05	 7.153371e-01	 7.153235e-01	1.886957e-05	 1.325166e+02	 7.424433e+00	-2.304489e+01	 2.518367e-02	 8.687659e-03	1.474811e-04	1.0002994
2011-12-08	 975000	 1	 4	"45"	"R1"	"12367 164TH CT NE"	98052	"REDMOND"	"REDMOND"	-122.1212	47.71063	 8	 3350	 5	 3	1	0	2013	   0	"R4"	   4496	"R"	  2	 1.676147e+05	 4.679397e-01	 4.679254e-01	2.810083e-05	 1.084432e+02	 4.340855e+01	-2.655203e+01	 1.784763e-02	 1.060172e-02	5.130700e-04	1.0007564
2011-12-08	 975000	 1	 4	"45"	"R1"	"12359 164TH CT NE"	98052	"REDMOND"	"REDMOND"	-122.1212	47.71048	 8	 3580	 5	 3	0	0	2013	   0	"R4"	   4721	"R"	  2	 1.352634e+05	 3.776340e-01	 3.776214e-01	2.041779e-05	 1.049838e+02	 3.297335e+01	-2.497485e+01	 2.049167e-02	 9.036910e-03	5.723716e-04	1.0008396
2011-12-08	 645000	 1	 3	NA	"R1"	"21610 NE 81ST ST"	98053	NA	"REDMOND"	-122.0513	47.67634	10	 2970	 4	 2	1	0	1993	   0	"RA5"	  20119	"R"	  2	-1.541317e+05	-4.302706e-01	-4.302569e-01	1.775398e-05	 1.955083e+02	 3.283328e+00	-3.205490e+01	 1.998317e-02	-8.426827e-03	3.834474e-04	1.0006372
2011-12-08	 540000	 1	 3	NA	"R1"	"10201 242ND AVE NE"	98053	NA	"REDMOND"	-122.0156	47.68856	 8	 2560	 4	 2	1	0	2011	   0	"URPSO"	   9859	"R"	  2	-1.210518e+05	-3.378776e-01	-3.378659e-01	2.848337e-06	-3.473995e+01	-6.789935e+00	 5.229745e+00	-2.187174e-03	-3.375287e-03	9.979053e-05	1.0003754
2011-12-08	 530448	 1	 3	NA	"R1"	"10243 242ND AVE NE"	98053	NA	"REDMOND"	-122.0164	47.68936	 8	 2510	 4	 2	1	0	2011	   0	"URPSO"	   5436	"R"	  2	-1.235709e+05	-3.449087e-01	-3.448968e-01	2.928920e-06	-3.199577e+01	-7.339949e+00	 4.634602e+00	-1.024195e-03	-3.422700e-03	9.847284e-05	1.0003726
2011-12-08	 505000	18	 4	"26"	"R1"	"3205 E AMES LAKE DR NE"	98053	NA	"REDMOND"	-121.9589	47.63761	 8	 3480	 3	 2	0	1	1981	   0	"RA5"	  40234	"R"	  2	-2.854568e+05	-7.968411e-01	-7.968298e-01	4.740846e-05	-2.293365e+02	 1.361555e+00	 4.226319e+01	-5.653614e-02	-1.377057e-02	2.985677e-04	1.0004122
2011-12-08	 429900	 1	 3	NA	"R1"	"7614 144TH AVE NE"	98052	"REDMOND"	"REDMOND"	-122.1472	47.67326	 8	 2220	 4	 1	1	1	1975	   0	"R5"	  11840	"R"	  2	-1.481142e+05	-4.134360e-01	-4.134227e-01	8.889263e-06	-2.662993e+01	 2.613867e+01	-3.061656e+00	-2.624551e-03	-5.962781e-03	2.079787e-04	1.0004660
2011-12-08	 327500	 8	 3	"12"	"R1"	"24146 NE 122ND ST"	98053	NA	"REDMOND"	-122.0183	47.70700	 8	 1335	 2	 1	0	1	2006	   0	"URPSO"	   6630	"R"	  2	-1.260322e+05	-3.518192e-01	-3.518072e-01	1.020879e-05	 3.994172e+01	 1.486422e+01	-1.531687e+01	 1.958787e-02	-6.390021e-03	3.298009e-04	1.0006026
2011-12-09	 852000	 1	 3	NA	"R1"	"23404 NE 78TH WAY"	98053	NA	"REDMOND"	-122.0272	47.67319	 9	 4400	 4	 2	2	0	1994	   0	"RA5"	  45747	"R"	  2	-1.080670e+05	-3.016907e-01	-3.016800e-01	1.073758e-05	-4.615391e+01	 9.811934e+00	 1.123594e+01	-2.854305e-02	-6.553419e-03	4.716696e-04	1.0007548
2011-12-09	 640000	 1	 3	NA	"R1"	"10643 238TH PL NE"	98053	NA	"REDMOND"	-122.0212	47.69333	 9	 3420	 4	 2	0	1	2011	   0	"URPSO"	   7048	"R"	  2	-1.822225e+05	-5.086268e-01	-5.086122e-01	9.189221e-06	 2.241424e+01	 4.725609e+00	-1.407822e+00	-1.318294e-02	-6.062571e-03	1.420622e-04	1.0003727
2011-12-09	 329900	 1	 3	NA	"R1"	"18316 NE 103RD CT"	98052	"REDMOND"	"REDMOND"	-122.0970	47.69336	 8	 1550	 3	 1	1	1	1983	   0	"R4"	   8783	"R"	  2	-1.538736e+05	-4.295261e-01	-4.295125e-01	1.255044e-05	 3.019468e+01	 2.033566e+01	-1.492937e+01	 1.744163e-02	-7.085095e-03	2.720330e-04	1.0005259
2011-12-09	 275000	 1	 3	"10"	"R1"	"5120 159TH AVE NE"	98052	"REDMOND"	"REDMOND"	-122.1281	47.65495	10	 5050	 5	 1	1	3	2012	   0	"R5"	  15681	"R"	300	-7.814856e+05	-2.182538e+00	-2.182858e+00	1.506227e-03	 1.354910e+01	 3.238592e+02	 3.087325e+00	-2.686566e-01	-7.763165e-02	1.263217e-03	1.0000932
2011-12-12	 590000	 1	 3	NA	"R1"	"13111 175TH AVE NE"	98052	NA	"REDMOND"	-122.1071	47.71775	 9	 4220	 4	 2	1	0	1982	   0	"R6"	  31549	"R"	  2	-3.447486e+05	-9.623923e-01	-9.623895e-01	8.870978e-05	-1.123924e+02	 2.719243e+01	 2.876866e+01	-7.890715e-02	-1.883712e-02	3.829666e-04	1.0004061
2011-12-12	 545000	 1	 3	NA	"R1"	"2500 183RD AVE NE"	98052	"REDMOND"	"REDMOND"	-122.0973	47.63205	 8	 2350	 4	 2	0	1	1967	   0	"R3"	   8604	"R"	  2	-8.651370e+04	-2.414756e-01	-2.414667e-01	1.469974e-06	-1.463318e+01	-6.054503e+00	 1.667608e+00	 1.990413e-03	-2.424761e-03	1.008276e-04	1.0003938
2011-12-13	 700000	 1	 3	NA	"R1"	"12221 168TH PL NE"	98052	"REDMOND"	"REDMOND"	-122.1169	47.70986	 9	 3300	 4	 2	0	2	2012	   0	"R4"	   5390	"R"	  2	-1.053436e+05	-2.940371e-01	-2.940267e-01	2.756585e-06	 2.005140e+01	 1.895587e+00	-2.254208e+00	-5.148371e-03	-3.320476e-03	1.275181e-04	1.0004118
2011-12-13	 650000	 1	 3	NA	"R1"	"16795 NE 121ST WAY"	98052	"REDMOND"	"REDMOND"	-122.1164	47.70857	 9	 3140	 4	 2	0	1	2011	   0	"R4"	   5499	"R"	  2	-1.328384e+05	-3.707792e-01	-3.707667e-01	4.017817e-06	 3.721152e+01	 9.842819e-01	-5.264215e+00	-2.334756e-03	-4.008764e-03	1.168877e-04	1.0003852
2011-12-13	 484000	 1	 3	NA	"R1"	"10839 243RD AVE NE"	98053	NA	"REDMOND"	-122.0160	47.69522	 8	 2220	 3	 2	0	1	2008	   0	"URPSO"	   4134	"R"	  2	-1.292282e+05	-3.607013e-01	-3.606891e-01	3.582001e-06	-1.243101e+01	-1.015523e+01	 5.768475e-01	 6.259136e-03	-3.785107e-03	1.101140e-04	1.0003808
2011-12-13	 290000	 1	 3	NA	"R1"	"13416 NE 70TH ST"	98052	"REDMOND"	"REDMOND"	-122.1602	47.66780	 7	 1300	 3	 1	1	0	1969	   0	"R6"	   8400	"R"	  2	-1.184040e+05	-3.305102e-01	-3.304987e-01	6.524597e-06	-6.585229e+01	 1.071291e+01	 2.773778e+00	 5.718764e-03	-5.108481e-03	2.388583e-04	1.0005161
2011-12-14	 933742	18	 3	"52"	"R1"	"12730 240TH PL NE"	98053	NA	"REDMOND"	-122.0181	47.71212	 9	 3360	 2	 2	1	0	2011	   0	"URPSO"	  11139	"R"	  2	 1.199590e+05	 3.348330e-01	 3.348214e-01	3.758706e-06	-1.879445e+01	-2.634744e+00	 1.746875e+00	 7.270547e-03	 3.877342e-03	1.340860e-04	1.0004103
2011-12-14	 860000	 1	 3	NA	"R1"	"19004 NE 130TH ST"	98052	NA	"REDMOND"	-122.0861	47.71620	10	 4400	 4	 2	1	0	1997	   0	"RA5"	  95551	"R"	  2	-1.402721e+05	-3.915862e-01	-3.915733e-01	1.582825e-05	 6.533751e+01	 1.626173e+01	-6.311562e+00	-2.105973e-02	-7.956685e-03	4.127232e-04	1.0006764
2011-12-14	 789500	 1	 3	NA	"R1"	"10625 155TH PL NE"	98052	"REDMOND"	"REDMOND"	-122.1330	47.69463	 9	 3910	 4	 3	1	0	2011	   0	"R4/C"	   6158	"R"	  2	-1.368588e+05	-3.820547e-01	-3.820420e-01	1.453819e-05	-9.361652e+00	-2.692728e+01	 1.002603e+01	-1.396811e-02	-7.625543e-03	3.982414e-04	1.0006642
2011-12-14	 735000	 1	 3	NA	"R1"	"3912 264TH AVE NE"	98053	NA	"REDMOND"	-121.9860	47.64375	10	 3850	 4	 3	1	0	1990	   0	"RA5"	  50727	"R"	  2	-2.231244e+05	-6.228752e-01	-6.228604e-01	3.908618e-05	 1.914672e+02	-3.917697e+01	-1.841654e+01	 5.276618e-03	-1.250349e-02	4.028155e-04	1.0005934
2011-12-14	 566500	 1	 3	NA	"R1"	"10628 242ND PL NE"	98053	NA	"REDMOND"	-122.0154	47.69284	 8	 2820	 4	 2	1	0	2010	   0	"URPSO"	   7217	"R"	  2	-1.311228e+05	-3.659917e-01	-3.659793e-01	4.099566e-06	-5.676213e+01	-5.099691e+00	 9.549406e+00	-9.037556e-03	-4.049341e-03	1.224059e-04	1.0003919
2011-12-14	 535000	 8	 3	"12"	"R1"	"14116 NE 62ND ST"	98052	"REDMOND"	"REDMOND"	-122.1512	47.66262	 8	 2450	 3	 1	0	1	1973	   0	"R6"	   6750	"R"	  2	-7.536545e+04	-2.103720e-01	-2.103642e-01	2.506298e-06	-2.327868e+01	 1.444730e+01	 4.173497e-01	-4.726369e-03	-3.166141e-03	2.264741e-04	1.0005239
2011-12-14	 400000	 1	 3	"51"	"R1"	"14208 NE 71ST ST"	98052	"REDMOND"	"REDMOND"	-122.1493	47.66878	 8	 2240	 4	 1	0	2	1977	   0	"R5"	   7752	"R"	  2	-1.808273e+05	-5.047495e-01	-5.047348e-01	1.329968e-05	-3.454120e+01	 3.215106e+01	-3.325764e+00	-3.911679e-03	-7.293535e-03	2.087656e-04	1.0004407
2011-12-14	 325000	 1	 3	NA	"R2"	"8676 233RD PL NE"	98053	NA	"REDMOND"	-122.0303	47.67999	 7	 1630	 3	 1	1	1	2004	   0	"URPSO"	   2730	"R"	  2	-1.298211e+05	-3.623774e-01	-3.623652e-01	7.496223e-06	-9.624457e+01	 1.458015e+01	 7.923029e+00	-2.110432e-03	-5.475661e-03	2.282869e-04	1.0004986
