"sale_date"	"sale_price"	"sale_reason"	"sale_instrument"	"sale_warning"	"sitetype"	"addr_full"	"zip5"	"ctyname"	"postalctyn"	"lon"	"lat"	"building_grade"	"square_feet_total_living"	"bedrooms"	"bath_full_count"	"bath_half_count"	"bath_3qtr_count"	"year_built"	"year_renovated"	"current_zoning"	"sq_ft_lot"	"prop_type"	"present_use"	"residuals"	"std_residuals"	"stu_residuals"	"cooks_distance"	"dfbeta.(Intercept)"	"dfbeta.bath_full_count"	"dfbeta.building_grade"	"dfbeta.square_feet_total_living"	"dffit"	"leverage"	"covariance_ratios"
2008-12-01	 723500	 1	 3	NA	"R1"	"18219 NE 110TH ST"	98052	"REDMOND"	"REDMOND"	-122.0960	47.69789	 8	 3550	 5	 3	1	0	2008	   0	"R6"	   5656	"R"	  2	-1.120169e+05	-3.127320e-01	-3.127210e-01	1.378462e-05	-8.505376e+01	-2.752868e+01	 2.029939e+01	-1.631219e-02	-7.425269e-03	5.634632e-04	1.0008446
2008-12-01	 599990	 1	 3	NA	"R1"	"10944 243RD AVE NE"	98053	NA	"REDMOND"	-122.0165	47.69619	 8	 3000	 4	 2	0	1	2008	   0	"URPSO"	   4950	"R"	  2	-1.229512e+05	-3.431883e-01	-3.431765e-01	4.521972e-06	-6.564594e+01	-3.317920e+00	 1.147628e+01	-1.280358e-02	-4.252840e-03	1.535523e-04	1.0004281
2008-12-01	 236846	 1	 3	"54"	"R1"	"23550 NE 111TH ST"	98053	NA	"REDMOND"	-122.0250	47.69716	 7	 1290	 2	 1	0	0	2008	   0	"URPSO"	   2482	"R"	  2	-1.701515e+05	-4.749569e-01	-4.749426e-01	1.352947e-05	-9.367760e+01	 1.528233e+01	 3.792142e+00	 8.550961e-03	-7.356263e-03	2.398436e-04	1.0004809
2008-12-02	 637500	 1	 3	NA	"R1"	"18312 NE 25TH ST"	98052	"REDMOND"	"REDMOND"	-122.0959	47.63193	 8	 3190	 5	 2	0	1	1975	   0	"R3"	   7977	"R"	  2	-1.121661e+05	-3.130917e-01	-3.130807e-01	4.906665e-06	-7.185058e+01	-1.617073e+00	 1.289852e+01	-1.584988e-02	-4.430043e-03	2.001780e-04	1.0004809
2008-12-02	 599990	 1	 3	"46"	"R1"	"23636 NE 110TH WAY"	98053	NA	"REDMOND"	-122.0235	47.69580	 9	 3180	 4	 2	1	0	2008	   0	"URPSO"	   6200	"R"	  2	-1.884747e+05	-5.260720e-01	-5.260572e-01	8.207113e-06	 4.856623e+01	 1.895258e+00	-6.610034e+00	-4.787237e-03	-5.729451e-03	1.186065e-04	1.0003436
2008-12-02	 535000	 1	 3	NA	"R1"	"17408 NE 34TH ST"	98052	"REDMOND"	"REDMOND"	-122.1086	47.64054	 8	 2300	 4	 1	1	1	1976	   0	"R4"	   9350	"R"	  2	-5.426680e+04	-1.514770e-01	-1.514713e-01	1.216731e-06	-1.219326e+01	 9.864073e+00	-6.270510e-01	-1.810841e-03	-2.206027e-03	2.120650e-04	1.0005161
2008-12-02	 510000	 1	 3	"40"	"R1"	"4520 266TH AVE NE"	98053	NA	"REDMOND"	-121.9833	47.64845	 7	 2420	 5	 2	1	1	1975	   0	"RA5"	  51314	"R"	  2	-9.115461e+04	-2.544548e-01	-2.544455e-01	4.889276e-06	-1.003811e+02	-8.249781e+00	 1.606156e+01	-9.538742e-03	-4.422181e-03	3.019619e-04	1.0005931
2008-12-03	1200000	18	 3	NA	"R1"	"23116 NE 123RD ST"	98053	NA	"REDMOND"	-122.0314	47.70851	 9	 3540	 3	 2	1	0	2002	   0	"URPSO"	   7650	"R"	  2	 3.608986e+05	 1.007365e+00	 1.007366e+00	4.116604e-05	-2.008945e+01	-1.222452e+01	-2.146398e+00	 3.458117e-02	 1.283216e-02	1.622389e-04	1.0001577
2008-12-03	 473500	 1	 3	"60"	"R1"	"21915 NE 85TH ST"	98053	NA	"REDMOND"	-122.0479	47.67790	 7	 2170	 3	 1	1	1	1980	   0	"RA5"	  54450	"R"	  2	-5.727618e+04	-1.598845e-01	-1.598784e-01	1.936155e-06	-5.982504e+01	 8.479590e+00	 7.020557e+00	-6.981995e-03	-2.782810e-03	3.028697e-04	1.0006062
2008-12-03	 422500	 1	 3	NA	"R1"	"16020 NE 57TH ST"	98052	"REDMOND"	"REDMOND"	-122.1259	47.65877	 7	 1770	 4	 2	1	0	1967	   0	"R4"	   9520	"R"	  2	-8.722714e+04	-2.434849e-01	-2.434760e-01	3.685429e-06	-6.423041e+01	-1.164514e+01	 8.907760e+00	 1.964161e-03	-3.839354e-03	2.485971e-04	1.0005414
2008-12-03	 236846	 1	 3	"54"	"R1"	"23533 NE 111TH ST"	98053	NA	"REDMOND"	-122.0253	47.69680	 7	 1290	 2	 1	0	0	2008	   0	"URPSO"	   2628	"R"	  2	-1.701515e+05	-4.749569e-01	-4.749426e-01	1.352947e-05	-9.367760e+01	 1.528233e+01	 3.792142e+00	 8.550961e-03	-7.356263e-03	2.398436e-04	1.0004809
2008-12-04	 784975	 1	 3	NA	"R1"	"23832 NE 124TH TER"	98053	NA	"REDMOND"	-122.0207	47.70968	 8	 2170	 2	 2	1	0	2009	   0	"URPSO"	   7650	"R"	  2	 1.787797e+05	 4.990105e-01	 4.989959e-01	7.187666e-06	 1.218148e+01	 1.464058e+01	 2.204635e-01	-1.040764e-02	 5.361808e-03	1.154459e-04	1.0003491
2008-12-04	 648000	 1	 3	NA	"R1"	"16531 NE 117TH WAY"	98052	"REDMOND"	"REDMOND"	-122.1192	47.70470	 9	 3120	 4	 2	1	0	2003	   0	"R4"	   7074	"R"	  2	-1.320252e+05	-3.685094e-01	-3.684970e-01	3.947562e-06	 3.846546e+01	 8.035783e-01	-5.532846e+00	-1.803984e-03	-3.973561e-03	1.162630e-04	1.0003851
2008-12-04	 465000	 1	 3	NA	"R1"	"3039 173RD CT NE"	98052	"REDMOND"	"REDMOND"	-122.1091	47.63739	 8	 2370	 3	 2	1	0	1991	   0	"R5"	   4972	"R"	  2	-1.693269e+05	-4.726220e-01	-4.726078e-01	5.584045e-06	-3.054077e+01	-1.162599e+01	 3.649737e+00	 3.233295e-03	-4.725974e-03	9.998562e-05	1.0003416
2008-12-04	 430000	 1	 3	NA	"R1"	"13511 174TH AVE NE"	98052	NA	"REDMOND"	-122.1088	47.72154	 8	 1900	 3	 1	0	1	1983	   0	"R6"	   8250	"R"	  2	-1.030037e+05	-2.875190e-01	-2.875087e-01	4.478789e-06	-2.119971e-02	 1.599719e+01	-5.885160e+00	 4.622584e-03	-4.232479e-03	2.166674e-04	1.0005021
2008-12-05	 595000	 1	 3	NA	"R1"	"10839 243RD AVE NE"	98053	NA	"REDMOND"	-122.0160	47.69522	 8	 2220	 3	 2	0	1	2008	   0	"URPSO"	   4134	"R"	  2	-1.822821e+04	-5.087850e-02	-5.087652e-02	7.126871e-08	-1.753448e+00	-1.432440e+00	 8.136687e-02	 8.828786e-04	-5.339033e-04	1.101140e-04	1.0004204
2008-12-05	 400000	 1	 3	"60"	"R1"	"5509 162ND AVE NE"	98052	"REDMOND"	"REDMOND"	-122.1243	47.65770	 7	 1500	 4	 1	0	1	1967	   0	"R4"	  14772	"R"	  2	-3.653557e+04	-1.019839e-01	-1.019800e-01	5.913280e-07	-2.442051e+01	 3.789054e+00	 1.688548e+00	 3.351830e-04	-1.537898e-03	2.273664e-04	1.0005353
2008-12-08	 719632	 1	 3	NA	"R1"	"23712 NE 127TH ST"	98053	NA	"REDMOND"	-122.0228	47.71209	 8	 2170	 2	 2	1	0	2009	   0	"URPSO"	   6095	"R"	  2	 1.134367e+05	 3.166248e-01	 3.166138e-01	2.893734e-06	 7.729213e+00	 9.289529e+00	 1.398853e-01	-6.603707e-03	 3.402077e-03	1.154459e-04	1.0003954
2008-12-08	 699990	 1	 3	NA	"R1"	"16767 NE 121ST ST"	98052	"REDMOND"	"REDMOND"	-122.1175	47.70758	 9	 3240	 4	 2	0	1	2008	   0	"R4"	   5774	"R"	  2	-9.691412e+04	-2.705080e-01	-2.704982e-01	2.238651e-06	 2.170989e+01	 1.359223e+00	-2.736363e+00	-3.598999e-03	-2.992317e-03	1.223582e-04	1.0004107
2008-12-08	 577000	 1	 3	NA	"R1"	"23164 NE DEVON WAY"	98053	NA	"REDMOND"	-122.0301	47.72407	 8	 2305	 2	 2	1	0	2007	   0	"URPSO"	   6272	"R"	  2	-4.818410e+04	-1.344908e-01	-1.344857e-01	4.671382e-07	-6.933282e+00	-3.515522e+00	 6.817324e-01	 1.532678e-03	-1.366898e-03	1.032940e-04	1.0004088
2008-12-08	 329010	 1	 3	"54"	"R1"	"11031 ELLISTON WAY NE"	98053	NA	"REDMOND"	-122.0257	47.69590	 7	 1710	 3	 2	1	0	2008	   0	"URPSO"	   4710	"R"	  2	-1.722777e+05	-4.808949e-01	-4.808805e-01	1.457320e-05	-1.210572e+02	-2.368367e+01	 1.641539e+01	 5.901431e-03	-7.634743e-03	2.520026e-04	1.0004913
2008-12-08	 236846	 1	 3	"54"	"R1"	"23541 NE 111TH ST"	98053	NA	"REDMOND"	-122.0252	47.69681	 7	 1290	 2	 1	0	0	2008	   0	"URPSO"	   2628	"R"	  2	-1.701515e+05	-4.749569e-01	-4.749426e-01	1.352947e-05	-9.367760e+01	 1.528233e+01	 3.792142e+00	 8.550961e-03	-7.356263e-03	2.398436e-04	1.0004809
2008-12-09	 621903	 1	 3	NA	"R1"	"13205 239TH WAY NE"	98053	NA	"REDMOND"	-122.0202	47.71667	 8	 2170	 2	 2	0	0	2008	   0	"URPSO"	   8990	"R"	  2	 1.570768e+04	 4.384332e-02	 4.384162e-02	5.548498e-08	 1.070271e+00	 1.286329e+00	 1.937004e-02	-9.144211e-04	 4.710867e-04	1.154459e-04	1.0004260
2008-12-09	 275000	 1	 3	NA	"R1"	"27424 NE 45TH ST"	98053	NA	"REDMOND"	-121.9723	47.64810	 7	 2000	 3	 2	0	0	1983	   0	"RA5"	  45738	"R"	  2	-2.670784e+05	-7.455198e-01	-7.455069e-01	3.454979e-05	-2.311408e+02	-3.159173e+01	 3.427443e+01	-6.002801e-03	-1.175561e-02	2.485874e-04	1.0003869
2008-12-10	 665000	 1	 3	NA	"R1"	"16656 NE 86TH CT"	98052	"REDMOND"	"REDMOND"	-122.1182	47.67928	 8	 3480	 4	 3	1	0	2008	   0	"R5"	   5767	"R"	  2	-1.606708e+05	-4.485612e-01	-4.485472e-01	2.738137e-05	-1.156800e+02	-4.022919e+01	 2.783374e+01	-2.119603e-02	-1.046512e-02	5.440458e-04	1.0007930
2008-12-10	 640000	 1	 3	NA	"R1"	"16764 NE 86TH CT"	98052	"REDMOND"	"REDMOND"	-122.1176	47.67926	 8	 3080	 3	 2	1	0	2008	   0	"R5"	   6243	"R"	  6	-9.419377e+04	-2.629214e-01	-2.629118e-01	2.963718e-06	-5.452158e+01	-2.043403e+00	 9.650854e+00	-1.128311e-02	-3.442966e-03	1.714631e-04	1.0004611
2008-12-10	 420000	 1	 4	NA	"R1"	"8719 140TH CT NE"	98052	"REDMOND"	"REDMOND"	-122.1534	47.68117	 8	 2550	 4	 1	1	1	1983	   0	"R5"	   8170	"R"	  2	-2.044312e+05	-5.706449e-01	-5.706300e-01	1.962179e-05	-7.461836e+01	 4.054189e+01	 3.461661e+00	-1.681975e-02	-8.859067e-03	2.409695e-04	1.0004509
2008-12-11	 702000	 1	 3	NA	"R1"	"16688 NE 121ST WAY"	98052	"REDMOND"	"REDMOND"	-122.1178	47.70899	 9	 3240	 4	 2	0	1	2008	   0	"R4"	   5660	"R"	  2	-9.490412e+04	-2.648976e-01	-2.648881e-01	2.146755e-06	 2.125963e+01	 1.331032e+00	-2.679611e+00	-3.524356e-03	-2.930256e-03	1.223582e-04	1.0004117
2008-12-11	 510000	 1	 3	NA	"R1"	"6617 143RD AVE NE"	98052	"REDMOND"	"REDMOND"	-122.1489	47.66525	 8	 1460	 3	 1	0	1	1973	   0	"R6"	   9018	"R"	  2	 3.888561e+04	 1.085473e-01	 1.085432e-01	8.663137e-07	-9.594950e+00	-4.907608e+00	 4.171731e+00	-5.092454e-03	 1.861448e-03	2.940147e-04	1.0006016
2008-12-11	 329048	 1	 3	"54"	"R1"	"11030 ELLISTON WAY NE"	98053	NA	"REDMOND"	-122.0251	47.69601	 7	 1740	 3	 2	1	0	2008	   0	"URPSO"	   3833	"R"	  2	-1.764594e+05	-4.925673e-01	-4.925528e-01	1.517521e-05	-1.269665e+02	-2.390825e+01	 1.741706e+01	 5.009072e-03	-7.790846e-03	2.501238e-04	1.0004858
2008-12-12	 806950	 1	 3	NA	"R1"	"7239 145TH CT NE"	98052	"REDMOND"	"REDMOND"	-122.1471	47.67017	 8	 3160	 4	 2	1	0	2009	   0	"R5"	   5857	"R"	  2	 6.150362e+04	 1.716757e-01	 1.716692e-01	1.414049e-06	 3.836175e+01	 1.008745e+00	-6.862290e+00	 8.329904e-03	 2.378186e-03	1.918773e-04	1.0004939
2008-12-12	 502367	 1	 3	NA	"R1"	"23846 NE 124TH TER"	98053	NA	"REDMOND"	-122.0203	47.70966	 8	 1510	 2	 2	0	0	2008	   0	"URPSO"	   3567	"R"	 29	-1.099428e+04	-3.068977e-02	-3.068858e-02	6.535355e-08	 3.323318e+00	-1.380587e+00	-8.404641e-01	 2.059670e-03	-5.112669e-04	2.774734e-04	1.0005884
2008-12-15	 593990	 1	 3	NA	"R1"	"10918 EASTRIDGE DR NE"	98053	NA	"REDMOND"	-122.0172	47.69530	 8	 2440	 3	 2	1	0	2008	   0	"URPSO"	   4527	"R"	  2	-5.018289e+04	-1.400694e-01	-1.400641e-01	4.820527e-07	-1.102246e+01	-3.213175e+00	 1.481899e+00	 2.711542e-04	-1.388547e-03	9.827091e-05	1.0004033
2008-12-15	 542140	 1	 3	NA	"R1"	"13673 MORGAN DR NE"	98053	NA	"REDMOND"	-122.0296	47.72113	 8	 1510	 2	 1	0	1	2007	   0	"URPSO"	   6127	"R"	 29	 6.399273e+04	 1.786316e-01	 1.786248e-01	2.245538e-06	-1.399408e+01	-8.287882e+00	 6.500564e+00	-7.754426e-03	 2.996911e-03	2.814115e-04	1.0005827
2008-12-15	 390000	 1	 3	NA	"R1"	"9503 164TH AVE NE"	98052	"REDMOND"	"REDMOND"	-122.1213	47.68590	 7	 2120	 4	 1	0	1	1966	   0	"R5"	   8560	"R"	  2	-1.337433e+05	-3.733376e-01	-3.733251e-01	1.014892e-05	-1.359402e+02	 1.935766e+01	 1.563116e+01	-1.499496e-02	-6.371262e-03	2.911723e-04	1.0005591
2008-12-15	 337000	 8	 3	"12 31 51"	"R1"	"17015 NE 104TH CT"	98052	"REDMOND"	"REDMOND"	-122.1126	47.69312	 7	 1300	 3	 1	0	0	1968	   0	"R6"	   7280	"R"	  2	-7.140404e+04	-1.993155e-01	-1.993081e-01	2.372828e-06	-3.971249e+01	 6.460464e+00	 1.672738e+00	 3.448724e-03	-3.080682e-03	2.388583e-04	1.0005377
2008-12-16	 720000	 1	 3	NA	"R1"	"12508 177TH AVE NE"	98052	NA	"REDMOND"	-122.1030	47.71221	11	 3140	 3	 2	1	0	1994	   0	"R6"	  11515	"R"	  2	-1.432486e+05	-3.999872e-01	-3.999741e-01	3.486743e-05	 2.960750e+02	 8.268145e+00	-4.837754e+01	 3.014839e-02	-1.180934e-02	8.709823e-04	1.0011333
2008-12-16	 644950	 1	 3	NA	"R1"	"18244 NE 111TH ST"	98052	"REDMOND"	"REDMOND"	-122.0970	47.69907	 8	 2470	 4	 2	1	0	2008	   0	"R6"	   4189	"R"	  2	-3.442615e+03	-9.608955e-03	-9.608582e-03	2.265190e-09	-8.141106e-01	-2.135961e-01	 1.134276e-01	-1.599175e-06	-9.518433e-05	9.812276e-05	1.0004092
2008-12-16	 293283	 1	 3	"54"	"R1"	"11062 ELLISTON WAY NE"	98053	NA	"REDMOND"	-122.0253	47.69648	 7	 1460	 3	 2	0	0	2008	   0	"URPSO"	   4093	"R"	  2	-1.728403e+05	-4.824724e-01	-4.824580e-01	1.637771e-05	-9.720436e+01	-2.662066e+01	 1.154533e+01	 1.437409e-02	-8.093635e-03	2.813494e-04	1.0005202
2008-12-16	 236846	 1	 3	"54"	"R1"	"23558 NE 111TH ST"	98053	NA	"REDMOND"	-122.0249	47.69715	 7	 1290	 2	 1	0	0	2008	   0	"URPSO"	   2482	"R"	  2	-1.701515e+05	-4.749569e-01	-4.749426e-01	1.352947e-05	-9.367760e+01	 1.528233e+01	 3.792142e+00	 8.550961e-03	-7.356263e-03	2.398436e-04	1.0004809
2008-12-17	 735000	 1	 3	NA	"R1"	"12644 ADAIR CREEK WAY NE"	98053	NA	"REDMOND"	-122.0144	47.71128	 9	 3240	 3	 2	1	0	2008	   0	"URPSO"	   6750	"R"	  2	-6.190412e+04	-1.727876e-01	-1.727811e-01	9.133798e-07	 1.386724e+01	 8.682067e-01	-1.747858e+00	-2.298869e-03	-1.911346e-03	1.223582e-04	1.0004242
2008-12-17	 719990	 1	 3	NA	"R1"	"12148 167TH PL NE"	98052	"REDMOND"	"REDMOND"	-122.1168	47.70851	 9	 3200	 4	 2	0	1	2008	   0	"R4"	   5249	"R"	  2	-7.128782e+04	-1.989792e-01	-1.989718e-01	1.184960e-06	 1.756942e+01	 8.111732e-01	-2.337702e+00	-2.089582e-03	-2.177037e-03	1.197006e-04	1.0004185
2008-12-17	 615000	 1	 3	NA	"R1"	"2014 179TH CT NE"	98052	"REDMOND"	"REDMOND"	-122.1007	47.62797	 8	 2750	 5	 3	0	0	1987	   0	"R3"	  12990	"R"	  2	-1.079908e+05	-3.014755e-01	-3.014649e-01	1.036059e-05	-3.349145e+01	-3.225347e+01	 9.720806e+00	 1.179783e-03	-6.437347e-03	4.557666e-04	1.0007389
2008-12-18	 825680	 1	 3	NA	"R1"	"17041 NE 136TH PL"	98052	NA	"REDMOND"	-122.1130	47.72182	10	 3820	 4	 2	1	2	1986	   0	"RA2.5"	  39220	"R"	  2	-9.301068e+04	-2.596363e-01	-2.596269e-01	5.132050e-06	 7.359696e+01	 7.212162e+00	-1.033233e+01	-3.408856e-03	-4.530641e-03	3.044303e-04	1.0005947
2008-12-19	1465000	 1	 3	NA	"R1"	"5825 245TH PL NE"	98053	NA	"REDMOND"	-122.0130	47.65869	11	 4640	 4	 3	2	0	2003	   0	"RA5"	  64033	"R"	  2	 3.555509e+05	 9.926662e-01	 9.926656e-01	1.531829e-04	-4.649912e+02	 3.491117e+01	 5.030755e+01	 6.026497e-03	 2.475340e-02	6.214325e-04	1.0006264
2008-12-19	 542000	 1	 3	"60"	"R1"	"2554 248TH TER NE"	98074	"SAMMAMISH"	"REDMOND"	-122.0079	47.63261	 8	 2550	 3	 2	1	0	2002	   0	"R4"	   9543	"R"	  2	-1.176452e+05	-3.283691e-01	-3.283577e-01	2.681064e-06	-3.310214e+01	-6.676679e+00	 4.948528e+00	-1.895515e-03	-3.274678e-03	9.944876e-05	1.0003770
2008-12-19	 425000	 1	 3	NA	"R1"	"3507 175TH AVE NE"	98052	"REDMOND"	"REDMOND"	-122.1074	47.64160	 8	 1590	 3	 1	0	1	1977	   0	"R4"	   9975	"R"	  2	-6.439988e+04	-1.797665e-01	-1.797597e-01	2.127601e-06	 1.119135e+01	 8.681333e+00	-5.954703e+00	 6.795753e-03	-2.917150e-03	2.632804e-04	1.0005645
2008-12-22	 774408	 1	 3	NA	"R1"	"16670 NE 121ST WAY"	98052	"REDMOND"	"REDMOND"	-122.1184	47.70898	 9	 3200	 4	 2	1	0	2008	   0	"R4"	   5671	"R"	  2	-1.686982e+04	-4.708719e-02	-4.708537e-02	6.635810e-08	 4.157692e+00	 1.919591e-01	-5.532026e-01	-4.944865e-04	-5.151814e-04	1.197006e-04	1.0004301
2008-12-22	 490000	 1	 3	NA	"R1"	"6622 143RD AVE NE"	98052	"REDMOND"	"REDMOND"	-122.1482	47.66536	 8	 2070	 3	 1	0	2	1973	   0	"R6"	   8292	"R"	  2	-6.691555e+04	-1.867835e-01	-1.867765e-01	1.806392e-06	-6.397898e+00	 1.114495e+01	-2.526957e+00	 7.777361e-04	-2.687941e-03	2.070643e-04	1.0005074
2008-12-23	 360000	 1	 3	NA	"R1"	"7905 151ST AVE NE"	98052	"REDMOND"	"REDMOND"	-122.1393	47.67439	 6	 1710	 3	 1	1	0	1950	   0	"R5"	  13500	"R"	  2	-6.586854e+04	-1.838898e-01	-1.838829e-01	4.409297e-06	-1.106223e+02	 6.092440e+00	 1.443472e+01	-9.610295e-03	-4.199508e-03	5.212997e-04	1.0008223
2008-12-24	 783000	 1	 3	NA	"R1"	"11745 158TH PL NE"	98052	"REDMOND"	"REDMOND"	-122.1300	47.70560	 9	 3780	 4	 2	1	0	2003	   0	"R4"	   7630	"R"	  2	-8.985925e+04	-2.508285e-01	-2.508194e-01	3.453057e-06	-7.101022e+00	 4.470749e+00	 2.991955e+00	-1.282953e-02	-3.716345e-03	2.194900e-04	1.0005111
2008-12-29	 917000	 1	 3	NA	"R1"	"14007 NE 85TH CT"	98052	"REDMOND"	"REDMOND"	-122.1532	47.67900	 9	 3480	 4	 3	0	0	2008	   0	"R5"	  10309	"R"	  2	 5.112403e+04	 1.427141e-01	 1.427086e-01	1.765769e-06	-8.842097e+00	 1.151286e+01	-1.239714e+00	 9.166675e-04	 2.657544e-03	3.466648e-04	1.0006516
2008-12-29	 650000	 1	 3	NA	"R1"	"11023 MUIRWOOD WAY NE"	98053	NA	"REDMOND"	-122.0236	47.69602	 9	 3630	 4	 2	0	1	2008	   0	"URPSO"	   5900	"R"	  2	-2.017606e+05	-5.631734e-01	-5.631584e-01	1.435966e-05	 1.040789e+00	 8.035573e+00	 3.269067e+00	-2.288499e-02	-7.578626e-03	1.810678e-04	1.0003935
2008-12-29	 392000	 1	 3	NA	"R2"	"12236 BIG LEAF WAY NE"	98053	NA	"REDMOND"	-122.0128	47.70778	 8	 1300	 2	 2	0	0	2005	   0	"URPSO"	   6515	"R"	 29	-9.182318e+04	-2.563291e-01	-2.563198e-01	5.993780e-06	 3.858190e+01	-1.280748e+01	-9.217714e+00	 2.097630e-02	-4.896262e-03	3.647593e-04	1.0006556
2008-12-29	 329077	 1	 3	"54"	"R1"	"11019 ELLISTON WAY NE"	98053	NA	"REDMOND"	-122.0257	47.69573	 7	 1710	 3	 2	1	0	2008	   0	"URPSO"	   4846	"R"	  2	-1.722107e+05	-4.807079e-01	-4.806935e-01	1.456186e-05	-1.210101e+02	-2.367446e+01	 1.640900e+01	 5.899136e-03	-7.631774e-03	2.520026e-04	1.0004913
2008-12-30	1174872	 1	 3	NA	"R1"	"23980 NE GREENS CROSSING RD"	98053	NA	"REDMOND"	-122.0180	47.71079	 9	 3360	 2	 2	1	0	2009	   0	"URPSO"	   9768	"R"	  2	 3.610890e+05	 1.007882e+00	 1.007883e+00	3.405660e-05	-5.657324e+01	-7.930854e+00	 5.258276e+00	 2.188510e-02	 1.167161e-02	1.340860e-04	1.0001292
2008-12-30	 539999	 1	 3	NA	"R1"	"24237 NE 110TH ST"	98053	NA	"REDMOND"	-122.0170	47.69608	 8	 2480	 3	 2	1	0	2008	   0	"URPSO"	   4759	"R"	  2	-1.098002e+05	-3.064720e-01	-3.064612e-01	2.304951e-06	-2.658173e+01	-6.739889e+00	 3.742811e+00	-2.657682e-04	-3.036306e-03	9.815161e-05	1.0003800
2008-12-30	 360000	 1	 3	"51"	"R1"	"16720 NE 97TH ST"	98052	"REDMOND"	"REDMOND"	-122.1159	47.68736	 7	 1810	 4	 1	0	1	1964	   0	"R5"	   8540	"R"	  2	-1.201394e+05	-3.353546e-01	-3.353430e-01	6.762731e-06	-1.012047e+02	 1.492373e+01	 9.796504e+00	-6.183425e-03	-5.200871e-03	2.404746e-04	1.0005167
2008-12-30	 328937	 1	 3	"54"	"R1"	"11022 ELLISTON WAY NE"	98053	NA	"REDMOND"	-122.0251	47.69591	 7	 1710	 3	 2	1	0	2008	   0	"URPSO"	   3781	"R"	  2	-1.723507e+05	-4.810987e-01	-4.810843e-01	1.458555e-05	-1.211085e+02	-2.369370e+01	 1.642234e+01	 5.903932e-03	-7.637978e-03	2.520026e-04	1.0004912
2008-12-31	 430000	 1	 3	NA	"R1"	"7660 151ST AVE NE"	98052	"REDMOND"	"REDMOND"	-122.1386	47.67319	 7	 1920	 3	 1	1	0	1964	   0	"R5"	  12098	"R"	  2	-6.561177e+04	-1.831485e-01	-1.831416e-01	2.131900e-06	-5.932230e+01	 8.627922e+00	 6.172688e+00	-4.788887e-03	-2.920096e-03	2.541614e-04	1.0005549
2009-01-01	 578000	 1	 3	"40"	"R1"	"6220 189TH PL NE"	98052	"REDMOND"	"REDMOND"	-122.0862	47.66211	 9	 2435	 3	 2	1	0	2002	   0	"R12"	   5191	"R"	  2	-1.056747e+05	-2.949706e-01	-2.949601e-01	4.118731e-06	 7.141421e+01	-4.145752e+00	-1.267725e+01	 1.271581e-02	-4.058787e-03	1.893145e-04	1.0004734
2009-01-05	1400000	 1	 3	NA	"R1"	"6507 240TH WAY NE"	98053	NA	"REDMOND"	-122.0175	47.66478	11	 6610	 4	 3	1	1	1990	   0	"RA5"	  37017	"R"	  2	 1.345537e+04	 3.758172e-02	 3.758027e-02	5.117356e-07	-2.717037e+00	-4.336045e-01	-1.118830e+00	 5.419906e-03	 1.430658e-03	1.447182e-03	1.0017604
2009-01-05	 620000	 1	 3	NA	"R1"	"10408 180TH CT NE"	98052	"REDMOND"	"REDMOND"	-122.1010	47.69350	10	 2420	 3	 2	1	0	1992	   0	"R5"	   9209	"R"	  2	-1.017700e+05	-2.841275e-01	-2.841173e-01	1.181686e-05	 1.605409e+02	-1.536211e+00	-2.755005e+01	 2.415060e-02	-6.874888e-03	5.851693e-04	1.0008716
2009-01-05	 376000	 1	 3	NA	"R1"	"10514 164TH AVE NE"	98052	"REDMOND"	"REDMOND"	-122.1208	47.69415	 8	 1610	 5	 1	1	1	1976	   0	"R6"	   7600	"R"	  2	-1.162130e+05	-3.243975e-01	-3.243863e-01	6.819304e-06	 1.889085e+01	 1.581965e+01	-1.048067e+01	 1.180856e-02	-5.222578e-03	2.591388e-04	1.0005376
2009-01-06	 820000	 1	 3	"15 46"	"R1"	"13226 171ST AVE NE"	98052	NA	"REDMOND"	-122.1118	47.71865	10	 2990	 4	 2	1	0	1985	   0	"RA2.5"	  37638	"R"	  2	 1.805516e+04	 5.040225e-02	 5.040030e-02	2.403745e-07	-2.269925e+01	-4.085052e-01	 3.713773e+00	-2.270189e-03	 9.805220e-04	3.783416e-04	1.0006889
2009-01-06	 500000	12	 3	NA	"R1"	"9157 226TH PL NE"	98053	NA	"REDMOND"	-122.0382	47.68236	 7	 2880	 4	 2	1	0	2004	   0	"URPSO"	   4850	"R"	  2	-1.658571e+05	-4.630160e-01	-4.630019e-01	2.357054e-05	-2.254972e+02	-9.963918e+00	 3.792401e+01	-3.228613e-02	-9.709604e-03	4.395887e-04	1.0006843
2009-01-07	 580000	 1	 3	"15 46"	"R1"	"14147 176TH AVE NE"	98052	NA	"REDMOND"	-122.1038	47.72749	 8	 2100	 4	 2	1	0	1985	   0	"R6"	   8080	"R"	  2	-1.634929e+04	-4.563440e-02	-4.563263e-02	6.485362e-08	-4.717745e-01	-1.414594e+00	-1.505606e-01	 1.175636e-03	-5.093077e-04	1.245533e-04	1.0004350
2009-01-12	 668800	 1	 3	NA	"R1"	"18215 NE 110TH ST"	98052	"REDMOND"	"REDMOND"	-122.0962	47.69782	 8	 3540	 5	 3	1	0	2008	   0	"R6"	   5840	"R"	  2	-1.653103e+05	-4.615174e-01	-4.615033e-01	2.986696e-05	-1.245907e+02	-4.073508e+01	 2.976855e+01	-2.374937e-02	-1.092980e-02	5.605719e-04	1.0008058
